geometry,geometry_vertex_count,GMDE,BEZIRK,KT,Gemeinde,import_notes
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.5204435144,47.0537008329,0 7.51715228668,47.0442752071,0 7.51048817419,47.0406361009,0 7.50841932997,47.0384872928,0 7.49509059696,47.0400148596,0 7.49221994606,47.0381270316,0 7.48764289313,47.0407289141,0 7.4829826451,47.0386526731,0 7.4679940959,47.0384144709,0 7.46632452191,47.0417164406,0 7.46749825753,47.0465020815,0 7.47282937255,47.0478320809,0 7.48452865519,47.0462537782,0 7.48702416295,47.0553478102,0 7.49933404617,47.0690520547,0 7.51565450921,47.064607342,0 7.52710355301,47.0614955392,0 7.53111427763,47.0588205777,0 7.5204435144,47.0537008329,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,540,246,2,Jegenstorf,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.45936911467,47.0586484738,0 7.45626421107,47.0645773699,0 7.46313759335,47.0666542526,0 7.46868622518,47.0771063776,0 7.47895651654,47.0753131034,0 7.49021992513,47.0800945744,0 7.48902842796,47.073330078,0 7.49933404617,47.0690520547,0 7.48702416295,47.0553478102,0 7.47481078775,47.0587617204,0 7.45936911467,47.0586484738,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,541,246,2,Iffwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.48065920306,47.1148409101,0 7.49305008263,47.1183892118,0 7.5055770984,47.1241221103,0 7.51031403743,47.1180920075,0 7.51885030701,47.1156575256,0 7.51862036572,47.111654481,0 7.50035544591,47.0989272956,0 7.49501862482,47.0976615618,0 7.49358475141,47.0997133307,0 7.48065920306,47.1148409101,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,542,246,2,Limpach,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.52668314018,47.0053421072,0 7.5103629373,47.0255227061,0 7.50841932997,47.0384872928,0 7.51048817419,47.0406361009,0 7.52555302627,47.0387096277,0 7.5316825065,47.0294478667,0 7.51713125125,47.0206424241,0 7.53778235378,47.0051622079,0 7.53700515065,47.0044521739,0 7.52668314018,47.0053421072,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,543,246,2,Mattstetten,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.47732283694,46.9994045315,0 7.47154365332,47.0105885168,0 7.46218106305,47.0151337991,0 7.46349794657,47.0185700574,0 7.46714160027,47.0183713244,0 7.4683028651,47.0252530799,0 7.47060628278,47.0271866463,0 7.49520075018,47.0193507208,0 7.51024710634,47.0075124978,0 7.51105381583,47.000989778,0 7.49125153078,47.0027366767,0 7.47732283694,46.9994045315,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,544,246,2,Moosseedorf,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.47471333207,47.0908236167,0 7.46807771886,47.0966998418,0 7.46208915466,47.1095474296,0 7.47582196509,47.1135021407,0 7.48065920306,47.1148409101,0 7.49358475141,47.0997133307,0 7.49049826376,47.0958194768,0 7.47471333207,47.0908236167,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,545,246,2,Mülchi,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.47732283694,46.9994045315,0 7.47425943352,47.0001251929,0 7.44939387344,47.004322232,0 7.44056973522,47.0090816147,0 7.43271750633,47.0127518425,0 7.43807058831,47.0183746267,0 7.43247890631,47.0266958364,0 7.41004674236,47.0277717868,0 7.40837399378,47.0309649656,0 7.41182053195,47.0323152689,0 7.42185966806,47.0329469878,0 7.42541298542,47.0303386091,0 7.43329381244,47.0334069867,0 7.44001757365,47.0366817413,0 7.46081936496,47.0309582502,0 7.4683028651,47.0252530799,0 7.46714160027,47.0183713244,0 7.46349794657,47.0185700574,0 7.46218106305,47.0151337991,0 7.47154365332,47.0105885168,0 7.47732283694,46.9994045315,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,546,246,2,Münchenbuchsee,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.52555302627,47.0387096277,0 7.51048817419,47.0406361009,0 7.51715228668,47.0442752071,0 7.5204435144,47.0537008329,0 7.53111427763,47.0588205777,0 7.52710355301,47.0614955392,0 7.53751805976,47.0620808626,0 7.5380737038,47.0563948707,0 7.52555302627,47.0387096277,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,547,246,2,Münchringen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.42301555748,47.0820027091,0 7.42010414181,47.0843682046,0 7.42206201868,47.0982133671,0 7.41567264735,47.0982571942,0 7.43477452492,47.101857977,0 7.4383977422,47.0954259407,0 7.43602739938,47.0827865034,0 7.42301555748,47.0820027091,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,548,243,2,Ruppoldsried,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.51862036572,47.111654481,0 7.51885030701,47.1156575256,0 7.52521321326,47.1225348609,0 7.52923315795,47.1225767735,0 7.52908823849,47.1147324155,0 7.53497988227,47.1079447125,0 7.52979684817,47.1051331603,0 7.51884308633,47.1107817187,0 7.51862036572,47.111654481,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,549,246,2,Schalunen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.4441264368,47.0758325413,0 7.46730498008,47.0799494641,0 7.46868622518,47.0771063776,0 7.46313759335,47.0666542526,0 7.45626421107,47.0645773699,0 7.44313828496,47.0679880301,0 7.4441264368,47.0758325413,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,550,246,2,Scheunen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.50841932997,47.0384872928,0 7.5103629373,47.0255227061,0 7.52668314018,47.0053421072,0 7.51105381583,47.000989778,0 7.51024710634,47.0075124978,0 7.49520075018,47.0193507208,0 7.47060628278,47.0271866463,0 7.4777104669,47.0267526903,0 7.4829826451,47.0386526731,0 7.48764289313,47.0407289141,0 7.49221994606,47.0381270316,0 7.49509059696,47.0400148596,0 7.50841932997,47.0384872928,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,551,246,2,Urtenen-Schönbühl,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.21125424972,47.4160072811,0 8.20863628173,47.424687544,0 8.20974788407,47.4273068614,0 8.21760021885,47.4276320641,0 8.2222766112,47.4238223079,0 8.22976730154,47.4283860809,0 8.23608117574,47.427758007,0 8.217362286,47.4140772227,0 8.21125424972,47.4160072811,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4193,1907,19,Brunegg,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.18345495734,47.3396359849,0 8.17149455018,47.3552932315,0 8.17369168428,47.3667938544,0 8.19071812428,47.3638776012,0 8.19987669844,47.3626931461,0 8.20112625314,47.3593384694,0 8.20778747283,47.3613093719,0 8.21449874614,47.3521247375,0 8.21282199023,47.3469543838,0 8.19662885375,47.3409806069,0 8.18345495734,47.3396359849,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,4195,1907,19,Egliswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.22382456934,47.3759635976,0 8.21540134361,47.3786562852,0 8.20455960727,47.3771633878,0 8.20086427641,47.3947384877,0 8.2183804539,47.3930923909,0 8.22815857746,47.3949780934,0 8.2326542486,47.3810578484,0 8.228737061,47.3785928655,0 8.22382456934,47.3759635976,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4198,1907,19,Hendschiken,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.12455087539,47.3736988416,0 8.1153166953,47.3796364417,0 8.10865501419,47.3901821516,0 8.11695864681,47.3931472645,0 8.13714505614,47.3929461048,0 8.13830410198,47.3833497263,0 8.12455087539,47.3736988416,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,4200,1907,19,Hunzenschwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.11695864681,47.3931472645,0 8.11743754839,47.401627314,0 8.11452702364,47.4061511528,0 8.1050438205,47.4096694819,0 8.10505479452,47.4137264151,0 8.12284369631,47.4119763618,0 8.15573186044,47.4166347411,0 8.15725176241,47.4114078575,0 8.15256620962,47.4039165424,0 8.14657638515,47.3988708395,0 8.1451087715,47.3970986802,0 8.13714505614,47.3929461048,0 8.11695864681,47.3931472645,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,4206,1907,19,Rupperswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.13776031006,47.3580391061,0 8.12669022865,47.3609212237,0 8.12455087539,47.3736988416,0 8.13830410198,47.3833497263,0 8.13714505614,47.3929461048,0 8.1451087715,47.3970986802,0 8.15651585316,47.3794058876,0 8.15680206322,47.377056231,0 8.15073913897,47.3762571468,0 8.15179821596,47.3692969304,0 8.14565530178,47.3583958702,0 8.13776031006,47.3580391061,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,4207,1907,19,Schafisheim,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.14400960335,47.3360604286,0 8.13709331606,47.3485526239,0 8.13776031006,47.3580391061,0 8.14565530178,47.3583958702,0 8.15179821596,47.3692969304,0 8.1623404337,47.3665146742,0 8.17369168428,47.3667938544,0 8.17149455018,47.3552932315,0 8.18345495734,47.3396359849,0 8.17829411727,47.337762038,0 8.16553951664,47.3311591248,0 8.15596354389,47.3344125272,0 8.14738088308,47.3338268187,0 8.14400960335,47.3360604286,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,4209,1907,19,Seon,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.33645752903,47.2979933944,0 8.34409285447,47.2920502439,0 8.35568483854,47.2887200493,0 8.35577230265,47.281495419,0 8.36217799536,47.2750300038,0 8.36380698511,47.2683417455,0 8.35837854969,47.2570409154,0 8.35187218896,47.2482403268,0 8.34189825541,47.2537706493,0 8.3296811096,47.2540726483,0 8.32261702729,47.2599655754,0 8.32577871511,47.268127827,0 8.31794674936,47.2724789926,0 8.31497324789,47.281371832,0 8.32235703405,47.2841942579,0 8.33645752903,47.2979933944,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,4236,1908,19,Muri AG,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.93026734894,47.5241992423,0 7.91787098846,47.538247421,0 7.93647098838,47.5442767088,0 7.93797658687,47.5405013231,0 7.9525881412,47.5335472936,0 7.95697590196,47.5340224947,0 7.9576271766,47.5286225383,0 7.94469111803,47.5146203785,0 7.93407327615,47.5250465722,0 7.93026734894,47.5241992423,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,4256,1909,19,Obermumpf,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.30793908815,46.9416962891,0 7.35028872821,46.9491860623,0 7.36915586198,46.9577636511,0 7.37244847392,46.9620748268,0 7.37947785745,46.9627804381,0 7.38409832598,46.9676677219,0 7.41307442092,46.9712046121,0 7.42912094499,46.9751295509,0 7.43443117497,46.9733216743,0 7.44083201808,46.9765424267,0 7.44398709358,46.9826777592,0 7.45325635432,46.9891362941,0 7.45395190441,46.984476182,0 7.4563426065,46.9784933843,0 7.47132355172,46.9720399301,0 7.48374415311,46.97266555,0 7.48676118951,46.9659801547,0 7.47959779847,46.9642466096,0 7.4795661083,46.9569866592,0 7.48452395167,46.9464772018,0 7.4953171999,46.9415515009,0 7.49459202046,46.9388889564,0 7.47902641206,46.9377618482,0 7.47182209675,46.9268066367,0 7.45998067155,46.9361025163,0 7.44756835889,46.9324785565,0 7.4157964835,46.9381350193,0 7.40239681067,46.9225318982,0 7.38190076509,46.9336518087,0 7.37402032876,46.9338994619,0 7.33962527537,46.925822914,0 7.34015919976,46.921145304,0 7.33201929139,46.9206431455,0 7.32843511292,46.9204418016,0 7.32583546924,46.9265657276,0 7.29583530546,46.9242918983,0 7.30359242091,46.9308506844,0 7.30793908815,46.9416962891,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",38,351,246,2,Bern,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.49009142261,46.9717633053,0 7.49242692439,46.98111831,0 7.48182307175,46.9865834021,0 7.47732283694,46.9994045315,0 7.49125153078,47.0027366767,0 7.51105381583,47.000989778,0 7.52668314018,47.0053421072,0 7.53700515065,47.0044521739,0 7.53882193692,46.9984051867,0 7.53034641198,46.9785486164,0 7.54715383091,46.982879236,0 7.55017800254,46.9832092162,0 7.55085454381,46.9798169904,0 7.54790509805,46.9643193238,0 7.54067808204,46.9646228071,0 7.53485484071,46.963656206,0 7.53248667856,46.9620388291,0 7.53016141915,46.9624005413,0 7.5225196624,46.9663286878,0 7.52228519398,46.9676782916,0 7.52053927904,46.9689749956,0 7.5112771348,46.971302193,0 7.50871186282,46.9694145635,0 7.50897209176,46.9673902556,0 7.49271743268,46.9691712059,0 7.49009142261,46.9717633053,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",26,352,246,2,Bolligen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.43666479058,46.9869060179,0 7.44375096626,46.9890200837,0 7.44398709358,46.9826777592,0 7.44083201808,46.9765424267,0 7.43443117497,46.9733216743,0 7.42912094499,46.9751295509,0 7.42403414399,46.9757767005,0 7.42588602323,46.9812826141,0 7.43666479058,46.9869060179,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,353,246,2,Bremgarten bei Bern,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.41309281096,46.987199867,0 7.39467719506,46.999491909,0 7.39327855515,47.020254474,0 7.40334085535,47.0218774004,0 7.40489557994,47.0181444854,0 7.41662891846,47.0187321841,0 7.43271750633,47.0127518425,0 7.44056973522,47.0090816147,0 7.4424108494,47.0058699565,0 7.43429685508,47.0026312513,0 7.43346884173,46.9985559462,0 7.43666479058,46.9869060179,0 7.42588602323,46.9812826141,0 7.42403414399,46.9757767005,0 7.42912094499,46.9751295509,0 7.41307442092,46.9712046121,0 7.40840410642,46.9791920711,0 7.41609253412,46.9819827282,0 7.41309281096,46.987199867,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,354,246,2,Kirchlindach,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.36022757031,46.8644570508,0 7.35334674654,46.8774338306,0 7.35444633034,46.8872856639,0 7.35089812314,46.8983934488,0 7.33894155276,46.9052657461,0 7.33201929139,46.9206431455,0 7.34015919976,46.921145304,0 7.33962527537,46.925822914,0 7.37402032876,46.9338994619,0 7.38190076509,46.9336518087,0 7.40239681067,46.9225318982,0 7.4157964835,46.9381350193,0 7.44756835889,46.9324785565,0 7.45998067155,46.9361025163,0 7.47182209675,46.9268066367,0 7.47228143864,46.9263566921,0 7.45949995137,46.9148263792,0 7.46071908559,46.910103099,0 7.45205517868,46.9119935965,0 7.45179131547,46.9062809667,0 7.44955785673,46.8960883485,0 7.43436038371,46.8904209732,0 7.43132959495,46.8863724408,0 7.43854679399,46.8812538118,0 7.43308931575,46.8750101611,0 7.40357760255,46.8848196988,0 7.38839668626,46.8839772508,0 7.38229298557,46.8614564523,0 7.36757070014,46.8660992533,0 7.36022757031,46.8644570508,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",30,355,246,2,Köniz,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.50494193893,46.9170315329,0 7.4877504578,46.9261263197,0 7.47589130639,46.9243314387,0 7.47228143864,46.9263566921,0 7.47182209675,46.9268066367,0 7.47902641206,46.9377618482,0 7.49459202046,46.9388889564,0 7.4953171999,46.9415515009,0 7.50661997972,46.9465653548,0 7.51125162941,46.952203201,0 7.51384749465,46.948243195,0 7.52329280793,46.9396362494,0 7.52301013507,46.9267807697,0 7.51743265169,46.9292406864,0 7.51010021035,46.9257998605,0 7.50494193893,46.9170315329,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,356,246,2,Muri bei Bern,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.43854679399,46.8812538118,0 7.44153786177,46.8685059571,0 7.43092773837,46.8557847683,0 7.4297737657,46.8551999099,0 7.4150891058,46.8475957548,0 7.39125802954,46.8538136667,0 7.38229298557,46.8614564523,0 7.38839668626,46.8839772508,0 7.40357760255,46.8848196988,0 7.43308931575,46.8750101611,0 7.43854679399,46.8812538118,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,357,246,2,Oberbalm,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.50897209176,46.9673902556,0 7.50871186282,46.9694145635,0 7.5112771348,46.971302193,0 7.52053927904,46.9689749956,0 7.52228519398,46.9676782916,0 7.5225196624,46.9663286878,0 7.53016141915,46.9624005413,0 7.53248667856,46.9620388291,0 7.53485484071,46.963656206,0 7.54067808204,46.9646228071,0 7.53551185278,46.9636376651,0 7.53543493472,46.9573583537,0 7.53753173049,46.9543428362,0 7.52383057226,46.9475165835,0 7.521598571,46.9483548562,0 7.51384749465,46.948243195,0 7.51125162941,46.952203201,0 7.51341575249,46.95909295,0 7.50897209176,46.9673902556,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,358,246,2,Stettlen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.54067808204,46.9646228071,0 7.54790509805,46.9643193238,0 7.55085454381,46.9798169904,0 7.55017800254,46.9832092162,0 7.54715383091,46.982879236,0 7.5520735073,46.996953556,0 7.55914438023,46.9954620263,0 7.55836831063,46.989390404,0 7.56546272227,46.9872237416,0 7.58409883484,46.9996794735,0 7.59185888191,46.9863820416,0 7.60382391748,46.9783588805,0 7.61174301508,46.9761611695,0 7.61647418845,46.9679853772,0 7.60423158181,46.9612834345,0 7.61017197871,46.9574513305,0 7.60861156489,46.9542869602,0 7.5998660064,46.9514837054,0 7.59478541433,46.9527951633,0 7.57312150428,46.9479465042,0 7.57347424269,46.9418916015,0 7.56489378853,46.940641837,0 7.55045742275,46.9466662375,0 7.54295021301,46.9366604118,0 7.52329280793,46.9396362494,0 7.51384749465,46.948243195,0 7.521598571,46.9483548562,0 7.52383057226,46.9475165835,0 7.53753173049,46.9543428362,0 7.53543493472,46.9573583537,0 7.53551185278,46.9636376651,0 7.54067808204,46.9646228071,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",32,359,246,2,Vechigen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.27968712526,46.9761159704,0 7.28315696819,46.9806818461,0 7.28174091466,46.9883896582,0 7.28894694691,46.9878595864,0 7.29074240564,46.9993770633,0 7.29495436257,47.0027470283,0 7.30249566279,47.0055181227,0 7.31403253511,47.004109946,0 7.34463150842,47.0057946756,0 7.35759309882,47.0008028113,0 7.3705794791,47.005327442,0 7.3775110669,47.0045037586,0 7.40033956429,46.9885456371,0 7.41309281096,46.987199867,0 7.41609253412,46.9819827282,0 7.40840410642,46.9791920711,0 7.41307442092,46.9712046121,0 7.38409832598,46.9676677219,0 7.37947785745,46.9627804381,0 7.37244847392,46.9620748268,0 7.36907670617,46.9680103124,0 7.34822868258,46.9631466121,0 7.31851887008,46.9683098871,0 7.30718490102,46.9652206332,0 7.27968712526,46.9761159704,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",25,360,246,2,Wohlen bei Bern,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.43666479058,46.9869060179,0 7.43346884173,46.9985559462,0 7.43429685508,47.0026312513,0 7.4424108494,47.0058699565,0 7.44056973522,47.0090816147,0 7.44939387344,47.004322232,0 7.47425943352,47.0001251929,0 7.47124227144,46.9902122785,0 7.4642055849,46.984051616,0 7.45395190441,46.984476182,0 7.45325635432,46.9891362941,0 7.44398709358,46.9826777592,0 7.44375096626,46.9890200837,0 7.43666479058,46.9869060179,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,361,246,2,Zollikofen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.49009142261,46.9717633053,0 7.48374415311,46.97266555,0 7.47132355172,46.9720399301,0 7.4563426065,46.9784933843,0 7.45395190441,46.984476182,0 7.4642055849,46.984051616,0 7.47124227144,46.9902122785,0 7.47425943352,47.0001251929,0 7.47732283694,46.9994045315,0 7.48182307175,46.9865834021,0 7.49242692439,46.98111831,0 7.49009142261,46.9717633053,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,362,246,2,Ittigen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.48374415311,46.97266555,0 7.49009142261,46.9717633053,0 7.49271743268,46.9691712059,0 7.50897209176,46.9673902556,0 7.51341575249,46.95909295,0 7.51125162941,46.952203201,0 7.50661997972,46.9465653548,0 7.4953171999,46.9415515009,0 7.48452395167,46.9464772018,0 7.4795661083,46.9569866592,0 7.47959779847,46.9642466096,0 7.48676118951,46.9659801547,0 7.48374415311,46.97266555,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,363,246,2,Ostermundigen,
